borough,BBL,energy_star_core,EUI,emission_ton,emission_intensity_kg/ft2,square,standard,penalty
BROOKLYN,3009250042,11.0,133.3,235.4,7.5,31386.7,0.00675,6308.7
BRONX,2058811088,9.0,125.5,513.8,9.4,54659.6,0.00675,38819.2
MANHATTAN,1-00425-0008,90.0,114.5,246.1,7.1,34662.0,0.00675,3251.2
MANHATTAN,1021710032,4.0,129.6,321.7,7.4,43473.0,0.00675,7572.9
BROOKLYN,3050860050,,150.2,276.3,8.3,33289.2,0.00675,13828.2
MANHATTAN,1018430022,8.0,137.4,252.3,7.9,31936.7,0.00675,9842.9
BROOKLYN,3-05056-0040,8.0,122.4,202.5,6.9,29347.8,0.00675,1179.8
BROOKLYN,3064480001,47.0,92.0,187.6,6.9,27188.4,0.00675,1093.0
BROOKLYN,3055770001,27.0,119.2,193.5,6.9,28043.5,0.00675,1127.3
,2-02751-0036,5.0,123.3,221.6,7.0,31657.1,0.00675,2121.1
BROOKLYN,3001670016,47.0,110.1,235.0,6.8,34558.8,0.00675,463.1
BRONX,2031190052,2.0,130.8,414.3,9.8,42275.5,0.00675,34556.0
MANHATTAN,1013950029,41.0,93.0,192.5,6.9,27898.6,0.00675,1121.4
BRONX,2029570038,3.0,147.5,390.4,11.0,35490.9,0.00675,40424.2
BRONX,2031040045,1.0,185.2,472.1,13.9,33964.0,0.00675,65081.9
BRONX,2031150013,1.0,182.6,449.5,13.7,32810.2,0.00675,61112.3
BRONX,2045070038,4.0,133.3,369.2,10.0,36920.0,0.00675,32157.3
BROOKLYN,3-04804-0040,2.0,124.2,240.7,7.4,32527.0,0.00675,5666.3
BRONX,2-03160-0009,19.0,130.7,261.4,9.7,26948.5,0.00675,21305.4
BRONX,2044350018,1.0,242.6,551.7,17.9,30821.2,0.00675,92100.0
MANHATTAN,1-00212-7503,1.0,113.0,619.3,7.6,81486.8,0.00675,18562.8
BROOKLYN,3070170043,3.0,130.6,239.5,7.9,30316.5,0.00675,9343.5
BROOKLYN,3056250005,36.0,119.5,268.7,8.9,30191.0,0.00675,17396.1
BRONX,2-03128-0009,12.0,129.8,231.2,7.6,30421.1,0.00675,6929.8
BRONX,2-03128-0029; 2-03128-0032,26.0,124.7,384.9,7.1,54211.3,0.00675,5085.0
QUEENS,4099780001,3.0,133.3,233.8,7.4,31594.6,0.00675,5503.8
BRONX,2033630058,6.0,168.7,481.6,12.0,40133.3,0.00675,56467.7
MANHATTAN,1-00508-7501,51.0,114.9,122.8,6.8,18058.8,0.00675,242.0
MANHATTAN,1-00780-7501,12.0,110.0,221.1,6.8,32514.7,0.00675,435.7
MANHATTAN,1-00586-0045,,254.7,403.9,15.8,25563.3,0.00675,62001.2
BROOKLYN,3050810070,10.0,110.0,347.5,7.1,48943.7,0.00675,4590.8
QUEENS,4013440022,9.0,121.1,186.0,7.0,26571.4,0.00675,1780.3
BRONX,2028720001,3.0,164.2,485.9,12.2,39827.9,0.00675,58172.5
BRONX,2032020055,2.0,165.2,291.1,9.1,31989.0,0.00675,20146.7
BRONX,2030530074,1.0,131.6,248.0,7.7,32207.8,0.00675,8200.1
BRONX,2030500020,7.0,171.1,143.4,9.6,14937.5,0.00675,11409.3
,2030530025,17.0,118.7,179.0,7.9,22658.2,0.00675,6983.3
BRONX,2027400039,45.0,119.6,233.8,7.2,32472.2,0.00675,3916.2
MANHATTAN,1021700251,3.0,170.4,440.9,9.9,44535.4,0.00675,37596.7
QUEENS,4052680028,1.0,113.5,223.5,8.0,27937.5,0.00675,9359.1
MANHATTAN,1005580010,1.0,165.7,371.6,10.0,37160.0,0.00675,32366.4
QUEENS,4-01476-0052,29.0,118.4,397.4,8.7,45678.2,0.00675,23871.3
,1-02168-0066,8.0,127.9,257.0,7.3,35205.5,0.00675,5189.3
BRONX,2-03223-0034,19.0,113.4,446.0,7.6,58684.2,0.00675,13368.3
BROOKLYN,3086780059,5.0,125.6,221.0,7.0,31571.4,0.00675,2115.3
BROOKLYN,3053990045,14.0,124.6,237.2,7.0,33885.7,0.00675,2270.4
BRONX,2-02603-0161,79.0,97.1,276.8,7.2,38444.4,0.00675,4636.5
BROOKLYN,3020990016,2.0,120.9,191.1,7.3,26178.1,0.00675,3858.6
MANHATTAN,1019680039,15.0,137.3,555.3,10.2,54441.2,0.00675,50336.3
MANHATTAN,1019680044,35.0,128.3,517.8,9.5,54505.3,0.00675,40170.3
BROOKLYN,3047540036,1.0,134.4,227.3,7.7,29519.5,0.00675,7515.6
BRONX,2033350154,35.0,107.3,316.2,7.9,40025.3,0.00675,12335.8
BRONX,2-02869-0047,24.0,115.3,255.6,7.0,36514.3,0.00675,2446.4
BROOKLYN,3008260005,5.0,122.1,223.4,7.0,31914.3,0.00675,2138.2
BROOKLYN,3050560033,1.0,193.2,273.3,10.5,26028.6,0.00675,26158.7
BRONX,2028070027,27.0,127.7,270.0,7.1,38028.2,0.00675,3567.0
BROOKLYN,3052520056,1.0,167.8,414.9,9.2,45097.8,0.00675,29611.3
BROOKLYN,3050880001,3.0,133.2,303.4,7.6,39921.1,0.00675,9093.9
BROOKLYN,3047960030,2.0,147.6,210.2,8.1,25950.6,0.00675,9389.0
BROOKLYN,3048900007,1.0,145.0,254.7,8.1,31444.4,0.00675,11376.7
BROOKLYN,3048880001,1.0,185.3,360.5,10.2,35343.1,0.00675,32678.3
MANHATTAN,1-01001-0055,22.0,121.3,595.9,8.3,71795.2,0.00675,29823.7
MANHATTAN,1-02222-0041,20.0,121.6,324.2,9.0,36022.2,0.00675,21721.4
MANHATTAN,1-02128-0008,5.0,134.4,452.3,7.8,57987.2,0.00675,16317.6
MANHATTAN,1-02141-0048,7.0,152.2,401.3,9.1,44098.9,0.00675,27773.5
MANHATTAN,1-02176-0054,9.0,124.7,489.7,7.2,68013.9,0.00675,8202.5
BRONX,2-03143-0271,48.0,96.6,411.7,7.1,57985.9,0.00675,5439.1
MANHATTAN,1021140005,3.0,116.3,341.4,6.8,50205.9,0.00675,672.7
MANHATTAN,1020830001,2.0,119.8,541.5,7.1,76267.6,0.00675,7153.9
MANHATTAN,1014160012,45.0,101.7,318.0,7.5,42400.0,0.00675,8522.4
MANHATTAN,1005530041,67.0,92.4,279.1,6.9,40449.3,0.00675,1626.0
MANHATTAN,1021720032,1.0,169.8,398.2,9.7,41051.5,0.00675,32455.4
BROOKLYN,3056210006,7.0,136.0,220.4,8.0,27550.0,0.00675,9229.2
BRONX,2033010066,6.0,148.4,257.7,8.4,30678.6,0.00675,13566.0
QUEENS,4-15568-0001,1.0,175.9,534.6,12.5,42768.0,0.00675,65905.5
BRONX,2032030044,13.0,131.9,266.3,9.8,27173.5,0.00675,22211.5
BRONX,2037410001,1.0,237.0,596.2,13.8,43202.9,0.00675,81627.6
MANHATTAN,1021280051,,158.1,362.4,11.3,32070.8,0.00675,39107.1
MANHATTAN,1021290001,10.0,116.7,476.9,8.7,54816.1,0.00675,28646.9
MANHATTAN,1021650038,,217.7,1079.3,14.7,73421.8,0.00675,156432.4
BRONX,2032900065,29.0,136.7,223.5,7.8,28653.8,0.00675,8063.3
BRONX,2-03164-0041,16.0,136.6,330.1,7.7,42870.1,0.00675,10914.8
BRONX,2024560248,31.0,95.8,302.3,6.9,43811.6,0.00675,1761.2
STATEN IS,5011360237,8.0,117.0,246.3,6.8,36220.6,0.00675,485.3
MANHATTAN,1012520063,1.0,229.4,413.7,13.0,31823.1,0.00675,53303.6
BRONX,2031570044,10.0,143.9,233.9,8.2,28524.4,0.00675,11084.6
BRONX,2031640019,2.0,162.7,317.2,9.3,34107.5,0.00675,23309.1
MANHATTAN,1021800083,52.0,99.0,258.4,7.3,35397.3,0.00675,5217.5
MANHATTAN,1-01821-0025,55.0,95.6,238.2,7.1,33549.3,0.00675,3146.9
BRONX,2031510030,10.0,129.4,236.6,7.5,31546.7,0.00675,6340.8
MANHATTAN,1-02099-0036,82.0,107.3,538.9,8.0,67362.5,0.00675,22566.4
MANHATTAN,1005700017,1.0,163.9,297.2,10.7,27775.7,0.00675,29403.4
BRONX,2-02603-0161;2-02603-0157,24.0,93.8,339.5,7.0,48500.0,0.00675,3249.5
MANHATTAN,1008860088,3.0,108.2,108.3,7.2,15041.7,0.00675,1814.0
MANHATTAN,1015640031,36.0,123.8,230.3,7.1,32436.6,0.00675,3042.6
MANHATTAN,1007790052,,91.9,208.9,6.9,30275.4,0.00675,1217.0
MANHATTAN,1-01444-0036,78.0,93.5,197.4,7.0,28200.0,0.00675,1889.4
QUEENS,4001860042,52.0,112.8,295.1,8.4,35131.0,0.00675,15534.8
BROOKLYN,3-01053-0070,2.0,117.0,232.3,7.1,32718.3,0.00675,3069.0
QUEENS,4050490027,3.0,141.9,461.6,10.5,43961.9,0.00675,44181.7
QUEENS,4051800049,65.0,146.3,289.4,8.1,35728.4,0.00675,12926.5
QUEENS,4050130059,34.0,128.4,191.2,7.0,27314.3,0.00675,1830.0
QUEENS,4050130001,1.0,177.5,304.1,9.6,31677.1,0.00675,24194.9
MANHATTAN,1-00819-0031,,117.4,203.4,6.9,29478.3,0.00675,1185.0
BRONX,2-03157-0039,26.0,123.2,254.3,7.1,35816.9,0.00675,3359.6
BROOKLYN,3013680040,9.0,118.1,288.6,7.7,37480.5,0.00675,9542.6
MANHATTAN,1018420057,16.0,163.7,226.1,9.0,25122.2,0.00675,15148.7
MANHATTAN,1-00459-0032,22.0,132.0,335.3,9.1,36846.2,0.00675,23205.6
MANHATTAN,1-02006-0045,36.0,124.0,204.3,6.9,29608.7,0.00675,1190.3
MANHATTAN,1010360036,23.0,176.2,303.1,10.2,29715.7,0.00675,27475.1
MANHATTAN,1010810029,12.0,139.8,293.6,8.5,34541.2,0.00675,16199.8
MANHATTAN,1010707501; 1010700034,28.0,117.9,380.4,7.1,53577.5,0.00675,5025.5
BROOKLYN,3051280003,3.0,122.9,332.7,7.2,46208.3,0.00675,5572.8
BROOKLYN,3046220024,3.0,141.7,230.5,7.9,29177.2,0.00675,8992.4
BROOKLYN,3-01982-0001,7.0,156.2,284.3,8.8,32306.8,0.00675,17749.4
STATEN IS,5-00138-0100,1.0,230.3,353.0,13.2,26742.4,0.00675,46227.0
BRONX,2-02843-0074,25.0,122.9,482.5,9.2,52445.7,0.00675,34435.7
BRONX,2033200031,13.0,143.0,289.1,10.7,27018.7,0.00675,28602.0
QUEENS,4050150008,4.0,131.2,240.8,7.3,32986.3,0.00675,4862.2
,1007700051,69.0,96.5,186.9,7.3,25602.7,0.00675,3773.9
BRONX,2-02843-0093,36.0,117.4,372.4,8.6,43302.3,0.00675,21469.3
QUEENS,4003020006,7.0,113.8,508.7,7.6,66934.2,0.00675,15247.6
STATEN IS,5-00138-0258; 5-00138-0100,23.0,130.2,404.4,7.7,52519.5,0.00675,13371.4
BROOKLYN,3024250032,35.0,125.6,185.9,7.1,26183.1,0.00675,2456.0
MANHATTAN,1012520060;1012520063,21.0,121.5,483.7,7.2,67180.6,0.00675,8101.9
BROOKLYN,3-04452-0085;3-04435-0001;3-04452-0001;3-04452-0020;3-04452-0200;3-04452-0015;3-04452-0025;3-04435-0050;3-04452-0105;3-04452-0010;3-04452-0135;3-04452-0125;3-04452-0040;3-04452-0325;3-04452-0060,1.0,229.5,95510.5,12.4,7702459.7,0.00675,11663064.4
BROOKLYN,3-04452-0085;3-04435-0001;3-04452-0001;3-04452-0020;3-04452-0200;3-04452-0015;3-04452-0025;3-04435-0050;3-04452-0105;3-04452-0010;3-04452-0135;3-04452-0125;3-04452-0040;3-04452-0325;3-04452-0060,1.0,229.5,95510.5,12.4,7702459.7,0.00675,11663064.4
MANHATTAN,1011820049,94.0,113.9,290.9,8.5,34223.5,0.00675,16050.9
BRONX,2-02961-0015,1.0,174.3,343.6,13.0,26430.8,0.00675,44271.5
MANHATTAN,1006090047,30.0,99.5,734.5,7.3,100616.4,0.00675,14830.9
BROOKLYN,3050800068,2.0,136.6,245.2,8.2,29902.4,0.00675,11620.2
BRONX,2-03191-0054,17.0,121.8,259.8,8.9,29191.0,0.00675,16819.9
BROOKLYN,3-06576-0043,1.0,231.3,412.6,12.9,31984.5,0.00675,52716.8
QUEENS,4-00909-0001,52.0,129.5,1440.2,7.6,189500.0,0.00675,43168.1
BRONX,2028190051,3.0,144.1,344.9,8.1,42580.2,0.00675,15405.6
MANHATTAN,1-02243-0395,50.0,106.0,309.6,7.9,39189.9,0.00675,12078.3
MANHATTAN,1-01994-0069,48.0,110.4,235.3,8.3,28349.4,0.00675,11776.3
MANHATTAN,1-01426-0035,1.0,120.9,2019.8,8.6,234860.5,0.00675,116443.8
BROOKLYN,3055450001,31.0,132.6,255.4,7.4,34513.5,0.00675,6012.3
BROOKLYN,3007490005,6.0,137.4,249.9,7.7,32454.5,0.00675,8263.0
BROOKLYN,3-05590-0060,11.0,121.9,191.4,6.8,28147.1,0.00675,377.1
MANHATTAN,1020630050,42.0,106.1,352.6,7.9,44632.9,0.00675,13755.9
MANHATTAN,1021390268,41.0,113.8,375.4,8.4,44690.5,0.00675,19762.1
QUEENS,4013377503,2.0,128.8,155.6,7.5,20746.7,0.00675,4170.0
MANHATTAN,1-00870-7501,27.0,101.3,7424.1,7.6,976855.3,0.00675,222527.6
MANHATTAN,1-00738-7502,1.0,138.5,384.3,8.8,43670.5,0.00675,23992.5
BRONX,2-03142-0200,1.0,141.3,1737.0,8.7,199655.2,0.00675,104339.7
BRONX,2-03142-0001,1.0,139.2,1641.7,8.8,186556.8,0.00675,102494.3
BRONX,2-03143-0001,1.0,273.5,1324.5,15.4,86006.5,0.00675,199380.2
BRONX,2-03024-0008,30.0,99.9,826.4,6.9,119768.1,0.00675,4814.7
BROOKLYN,3-04872-0032,3.0,122.3,270.2,6.9,39159.4,0.00675,1574.2
BROOKLYN,3046740021,1.0,165.6,279.1,9.1,30670.3,0.00675,19316.2
BRONX,2033240089,44.0,104.4,193.0,7.7,25064.9,0.00675,6381.6
BRONX,2032500071,11.0,165.1,308.0,12.2,25245.9,0.00675,36874.2
BRONX,2032610061,8.0,158.6,537.0,11.7,45897.4,0.00675,60887.6
BRONX,2032630172,4.0,181.7,660.1,13.5,48896.3,0.00675,88453.4
BROOKLYN,3-08128-0001,7.0,123.1,366.5,9.1,40274.7,0.00675,25365.1
BRONX,2033500019,10.0,125.8,366.5,9.4,38989.4,0.00675,27690.2
BRONX,2028270032,48.0,100.6,228.6,7.4,30891.9,0.00675,5381.4
MANHATTAN,1009267501,1.0,152.9,286.1,10.3,27776.7,0.00675,26426.7
BROOKLYN,3043290001,15.0,92.3,268.2,6.9,38869.6,0.00675,1562.5
BROOKLYN,3007670043,2.0,154.3,278.5,8.7,32011.5,0.00675,16729.2
MANHATTAN,1-02177-0046,1.0,379.3,587.7,20.4,28808.8,0.00675,105388.5
BRONX,2037390067,9.0,152.1,311.3,8.5,36623.5,0.00675,17176.5
BRONX,2025050046,1.0,453.3,1000.5,24.5,40836.7,0.00675,194260.4
BRONX,2027830042,2.0,133.9,246.6,8.1,30444.4,0.00675,11014.9
BRONX,2028500016,7.0,148.9,411.5,8.4,48988.1,0.00675,21662.5
BRONX,2039200024,1.0,190.2,379.3,10.9,34798.2,0.00675,38702.5
BRONX,2029320015,6.0,122.6,396.9,8.7,45620.7,0.00675,23841.4
,1022430277,1.0,155.4,309.9,9.5,32621.1,0.00675,24041.6
BRONX,2033260142,34.0,92.2,328.3,6.8,48279.4,0.00675,647.0
BRONX,2032760020,10.0,124.1,362.1,7.0,51728.6,0.00675,3465.8
BROOKLYN,3051710032,2.0,145.6,204.2,8.1,25209.9,0.00675,9120.9
MANHATTAN,1-02007-0006,49.0,127.0,207.0,7.2,28750.0,0.00675,3467.2
MANHATTAN,1-01921-0034,,113.9,122.9,6.9,17811.6,0.00675,716.0
QUEENS,4-03255-0050,2.0,145.9,232.5,8.2,28353.7,0.00675,11018.2
MANHATTAN,1014140017,,121.9,326.7,7.8,41884.6,0.00675,11786.4
MANHATTAN,1022410024,1.0,165.4,467.6,9.7,48206.2,0.00675,38111.8
MANHATTAN,1008470024,10.0,99.4,321.1,7.5,42813.3,0.00675,8605.5
QUEENS,4-15574-0048,8.0,145.5,514.4,11.0,46763.6,0.00675,53263.8
MANHATTAN,1014080022,55.0,89.6,267.5,6.8,39338.2,0.00675,527.2
BROOKLYN,3-07169-0028,16.0,112.1,637.6,8.4,75904.8,0.00675,33565.0
BROOKLYN,3031060001,23.0,131.2,197.1,7.6,25934.2,0.00675,5907.8
BRONX,2024570023,10.0,125.7,369.6,9.2,40173.9,0.00675,26378.2
BRONX,2032500135,1.0,144.2,485.8,10.1,48099.0,0.00675,43183.3
MANHATTAN,1000297503,1.0,185.6,293.4,11.5,25513.0,0.00675,32478.2
BRONX,2033830001,6.0,136.4,718.3,7.7,93285.7,0.00675,23750.6
MANHATTAN,1001990034,4.0,160.7,281.4,9.2,30587.0,0.00675,20083.3
BRONX,2024640001,9.0,120.7,322.8,7.2,44833.3,0.00675,5407.0
QUEENS,4-00200-0030,18.0,116.4,246.1,6.9,35666.7,0.00675,1433.7
QUEENS,4-05101-0033,56.0,98.5,485.4,7.2,67416.7,0.00675,8130.4
MANHATTAN,1-02176-0123,29.0,104.6,406.8,8.0,50850.0,0.00675,17034.8
MANHATTAN,1-01252-0063,25.0,205.5,413.7,11.7,35359.0,0.00675,46907.2
MANHATTAN,1-01252-0060; 1-01252-0063,86.0,115.2,483.7,6.8,71132.4,0.00675,953.1
MANHATTAN,1-01912-0001,45.0,136.9,424.2,8.4,50500.0,0.00675,22331.1
BRONX,2-02708-0040,15.0,136.9,412.2,8.2,50268.3,0.00675,19534.2
BROOKLYN,3-03424-0035,9.0,121.3,188.8,7.8,24205.1,0.00675,6811.4
BRONX,2-03259-0006,34.0,124.7,776.6,7.2,107861.1,0.00675,13008.1
BRONX,2031640001,3.0,129.0,320.0,9.6,33333.3,0.00675,25460.1
MANHATTAN,1-02136-0235,17.0,95.1,2064.7,6.8,303632.4,0.00675,4068.6
MANHATTAN,1-01925-0015,22.0,128.5,237.3,7.3,32506.8,0.00675,4791.6
MANHATTAN,1-01683-0018,13.0,121.1,410.4,7.2,57000.0,0.00675,6874.2
MANHATTAN,1-00933-0025,18.0,108.4,1566.6,7.5,208880.0,0.00675,41984.9
BRONX,2-02807-0016,17.0,141.3,369.3,10.0,36930.0,0.00675,32166.0
QUEENS,4090710097,3.0,116.6,273.2,6.8,40176.5,0.00675,538.3
MANHATTAN,1-01508-7502,22.0,103.8,189.6,6.8,27882.4,0.00675,373.5
MANHATTAN,1-02132-0110,2.0,180.9,295.6,10.2,28980.4,0.00675,26795.3
QUEENS,4-01430-0029,1.0,211.7,324.0,11.9,27226.9,0.00675,37578.5
QUEENS,4-01430-0035,1.0,160.2,251.8,9.2,27369.6,0.00675,17970.8
BROOKLYN,3-03589-0043,40.0,116.6,319.1,8.8,36261.4,0.00675,19921.9
MANHATTAN,1021440021,44.0,119.9,321.6,8.9,36134.8,0.00675,20820.9
MANHATTAN,1020680067,89.0,127.7,320.7,9.5,33757.9,0.00675,24879.6
BRONX,2037440049,12.0,125.4,199.4,7.1,28084.5,0.00675,2634.3
BRONX,2033260113,30.0,92.0,333.4,6.8,49029.4,0.00675,657.0
,4-03322-0040,45.0,90.8,1453.2,6.8,213705.9,0.00675,2863.6
BRONX,2-02457-0010,27.0,120.2,196.1,6.8,28838.2,0.00675,386.5
MANHATTAN,1-02230-0029,20.0,132.4,345.5,9.9,34899.0,0.00675,29461.7
MANHATTAN,1012700020,,143.0,2059.3,9.6,214510.4,0.00675,163843.1
MANHATTAN,1-02179-0098,56.0,103.1,243.9,7.7,31675.3,0.00675,8064.6
MANHATTAN,1017490066,,132.4,374.0,8.5,44000.0,0.00675,20636.0
MANHATTAN,1021770100,,109.7,427.7,8.0,53462.5,0.00675,17909.9
MANHATTAN,1010107506,,108.6,5643.4,7.8,723512.8,0.00675,203596.5
BRONX,2-02422-0030,9.0,131.5,327.3,9.9,33060.6,0.00675,27909.8
MANHATTAN,1-02132-0007,15.0,119.6,400.6,8.8,45522.7,0.00675,25010.2
BRONX,2-02765-0146,19.0,119.5,262.0,6.8,38529.4,0.00675,516.3
MANHATTAN,1007220041,60.0,144.6,122.5,8.0,15312.5,0.00675,5129.7
MANHATTAN,1014350039,46.0,143.6,143.4,8.1,17703.7,0.00675,6405.2
MANHATTAN,1015840042,2.0,255.3,242.2,13.6,17808.8,0.00675,32693.5
MANHATTAN,1008910077,71.0,83.4,545.4,7.1,76816.9,0.00675,7205.4
MANHATTAN,1015330027,1.0,347.9,425.7,20.3,20970.4,0.00675,76152.1
,1-01392-0028;1-01392-0046,1.0,190.3,984.4,12.8,76906.2,0.00675,124695.9
MANHATTAN,1021090007,,136.4,281.4,10.1,27861.4,0.00675,25013.9
MANHATTAN,1-01643-0010,4.0,107.8,312.7,6.8,45985.3,0.00675,616.2
MANHATTAN,1001807507,,260.0,456.5,14.7,31054.4,0.00675,66164.6
MANHATTAN,1005290001,,109.6,476.2,8.1,58790.1,0.00675,21270.3
BROOKLYN,3020607501,14.0,178.6,2562.2,9.7,264144.3,0.00675,208832.6
MANHATTAN,1001787502,,146.3,331.6,10.3,32194.2,0.00675,30629.5
MANHATTAN,1000177502,,109.9,279.9,7.9,35430.4,0.00675,10919.6
MANHATTAN,1014720029,,169.0,56.3,9.4,5989.4,0.00675,4253.6
MANHATTAN,1-01887-0045,34.0,138.0,326.5,10.3,31699.0,0.00675,30158.5
QUEENS,4-02152-0106,12.0,153.7,370.4,8.6,43069.8,0.00675,21353.9
MANHATTAN,1-01245-0034,63.0,92.7,269.4,7.0,38485.7,0.00675,2578.6
MANHATTAN,1-01423-7501,9.0,125.0,4009.2,8.8,455590.9,0.00675,250301.7
MANHATTAN,1010437501,,113.5,406.5,6.8,59779.4,0.00675,801.1
MANHATTAN,1013667501,1.0,105.9,1455.2,7.1,204957.7,0.00675,19225.1
QUEENS,4-00843-0061,39.0,94.0,201.8,7.0,28828.6,0.00675,1931.5
QUEENS,4-03236-0035,7.0,119.2,3998.0,6.9,579420.3,0.00675,23292.7
MANHATTAN,1021800480,,136.7,602.3,7.9,76240.5,0.00675,23497.3
BRONX,2-03313-0084,17.0,123.2,297.5,9.2,32337.0,0.00675,21232.4
BRONX,2-03230-0010,13.0,128.6,531.3,9.7,54773.2,0.00675,43303.7
BRONX,2-03193-0017,36.0,120.0,266.1,8.9,29898.9,0.00675,17227.7
BRONX,2-03219-0156,18.0,132.9,277.5,9.9,28030.3,0.00675,23663.2
BRONX,2-02577-0048,9.0,145.2,404.9,10.9,37146.8,0.00675,41314.6
BRONX,2-03198-0031,42.0,105.7,254.9,7.8,32679.5,0.00675,9196.0
BRONX,2-02577-0052,35.0,113.5,304.7,8.4,36273.8,0.00675,16040.3
BROOKLYN,3-03785-0075,16.0,121.1,361.2,7.1,50873.2,0.00675,4772.0
BROOKLYN,3-03785-0001,13.0,115.9,533.8,6.9,77362.3,0.00675,3110.0
MANHATTAN,1-00610-7501,28.0,110.7,882.4,8.3,106313.3,0.00675,44162.4
BRONX,2-03159-0001,8.0,118.3,553.1,7.0,79014.3,0.00675,5293.9
BRONX,2-03168-0064,1.0,208.9,346.3,11.8,29347.5,0.00675,39718.8
BRONX,2-03288-0035,2.0,142.0,432.9,7.9,54797.5,0.00675,16888.5
MANHATTAN,1-00267-0001,1.0,558.1,5093.7,37.4,136195.2,0.00675,1118734.5
BRONX,2027200028,46.0,116.3,186.4,6.9,27014.5,0.00675,1086.0
MANHATTAN,1-02170-0353,1.0,243.7,473.7,13.5,35088.9,0.00675,63475.8
MANHATTAN,1-02170-0348;1-02170-0353,10.0,135.6,542.9,7.8,69602.6,0.00675,19586.1
BROOKLYN,3-00401-0001,9.0,120.0,1393.3,7.1,196239.4,0.00675,18407.3
BROOKLYN,3-02140-0026; 3-02141-0019,8.0,136.2,4805.7,7.9,608316.5,0.00675,187483.1
BROOKLYN,3-02141-0019,1.0,629.6,4340.6,35.7,121585.4,0.00675,943332.8
BROOKLYN,3-05929-0058,37.0,129.7,259.3,7.3,35520.5,0.00675,5235.8
BROOKLYN,3-01799-0044,1.0,156.6,1150.9,9.1,126472.5,0.00675,79652.4
BROOKLYN,3-01803-0011,,675.3,129.5,50.1,2584.8,0.00675,30030.1
BRONX,2-02854-0021,9.0,120.9,278.4,8.9,31280.9,0.00675,18024.1
BRONX,2-02854-0018,35.0,116.5,267.8,8.6,31139.5,0.00675,15439.0
BROOKLYN,3-01803-0027,1.0,409.7,711.1,22.8,31188.6,0.00675,134154.6
BRONX,2-02828-0017,11.0,137.0,218.4,7.7,28363.6,0.00675,7221.4
QUEENS,4-03347-7501,6.0,120.0,741.4,7.5,98853.3,0.00675,19869.6
BRONX,2-02456-0001,1.0,164.9,697.5,9.4,74202.1,0.00675,52698.4
MANHATTAN,1-01994-0066;1-01994-0069,49.0,107.8,468.8,8.1,57876.5,0.00675,20939.8
,1-01912-0037,31.0,151.4,96.3,8.5,11329.4,0.00675,5313.5
BRONX,2-02607-0034,16.0,168.4,312.6,9.8,31898.0,0.00675,26073.3
BRONX,2-02866-0007,2.0,153.5,226.0,9.8,23061.2,0.00675,18850.3
BRONX,2-02690-0123,5.0,147.8,341.9,11.1,30801.8,0.00675,35908.7
MANHATTAN,1010560001,23.0,114.0,477.3,8.1,58925.9,0.00675,21319.4
MANHATTAN,1-00539-0037,,120.0,205.8,7.3,28191.8,0.00675,4155.4
QUEENS,4-00504-7501,3.0,126.3,429.2,7.7,55740.3,0.00675,14191.4
MANHATTAN,1-00493-7501,,146.5,287.7,8.7,33069.0,0.00675,17281.8
BROOKLYN,3-01803-0027; 3-01803-0042; 3-01803-0011; 3-01803-0112; 3-01803-0113; 3-01803-0114; 3-01803-0115; 3-01803-0116; 3-01803-0117; 3-01803-0118; 3-01803-0119; 3-01803-0120; 3-01803-0121; 3-01803-0122; 3-01803-0123; 3-01803-0124,2.0,159.0,925.9,9.4,98500.0,0.00675,69954.7
MANHATTAN,1-02030-0017,24.0,127.0,334.2,9.5,35178.9,0.00675,25927.0
QUEENS,4-00503-7502,1.0,133.4,657.8,8.3,79253.0,0.00675,32921.7
BRONX,2-02803-0002,,132.3,74.0,8.2,9024.4,0.00675,3506.9
BRONX,2-03256-0005,8.0,109.7,299.6,6.8,44058.8,0.00675,590.4
MANHATTAN,1-01882-0036,15.0,118.4,393.2,7.0,56171.4,0.00675,3763.5
MANHATTAN,1-00619-0026,1.0,266.6,339.9,14.7,23122.4,0.00675,49264.8
MANHATTAN,1-00267-0001; 1-00259-0071; 1-00259-0001; 1-00244-0019; 1-00243-0056; 1-00267-0010,19.0,108.3,5997.5,7.4,810473.0,0.00675,141184.3
BROOKLYN,3002450025,1.0,367.5,2781.0,20.2,137673.3,0.00675,496257.0
BROOKLYN,3024200022,3.0,174.4,275.1,10.3,26708.7,0.00675,25410.8
MANHATTAN,1021250042,,109.0,131.8,8.0,16475.0,0.00675,5519.1
MANHATTAN,1021390310,5.0,170.6,635.7,12.8,49664.1,0.00675,80525.2
MANHATTAN,1-01294-7501,1.0,108.6,1480.9,8.4,176297.6,0.00675,77958.8
BROOKLYN,1-00909-0015,11.0,105.5,353.6,7.9,44759.5,0.00675,13794.9
MANHATTAN,1-01631-0025,49.0,113.8,202.2,6.8,29735.3,0.00675,398.4
MANHATTAN,1-01033-0006,77.0,98.6,870.4,7.4,117621.6,0.00675,20489.7
MANHATTAN,1019510014,7.0,120.9,379.4,7.5,50586.7,0.00675,10167.9
MANHATTAN,1019930073,10.0,159.8,232.8,9.2,25304.3,0.00675,16614.9
MANHATTAN,1020810001,1.0,153.9,420.4,9.2,45695.7,0.00675,30003.7
MANHATTAN,1019950016,49.0,121.2,392.0,6.8,57647.1,0.00675,772.4
